spec,age,temp,dur,rep,surv,total,survival_rate
SA,2,-11,0,1,10,10,1
SA,2,-11,0,2,10,10,1
SA,2,-11,0,3,10,10,1
SA,2,-11,0.5,1,3,8,0.38
SA,2,-11,0.5,2,6,11,0.55
SA,2,-11,1,1,7,12,0.58
SA,2,-11,1,2,5,10,0.5
SA,2,-11,1,3,8,10,0.8
SA,2,-11,1,4,7,10,0.7
SA,2,-11,2,1,2,10,0.2
SA,2,-11,2,2,2,7,0.29
SA,2,-11,3,1,2,10,0.2
SA,2,-11,3,2,2,9,0.22
SA,2,-11,5,1,7,10,0.7
SA,2,-11,5,2,2,10,0.2
SA,2,-11,10,1,3,10,0.3
SA,2,-11,10,2,1,10,0.1
SA,2,-11,10,3,3,11,0.27
SA,2,-11,10,4,2,10,0.2
SA,2,-11,15,1,1,10,0.1
SA,2,-11,15,2,3,10,0.3
SA,2,-11,20,1,0,10,0
SA,2,-11,20,2,1,10,0.1
SA,2,-11,20,3,2,11,0.18
SA,2,-11,20,4,1,10,0.1
SA,2,-11,25,1,0,10,0
SA,2,-11,25,2,0,10,0
SA,2,-11,25,3,0,10,0
SA,2,-10,0,1,10,10,1
SA,2,-10,0,2,10,10,1
SA,2,-10,0,3,10,10,1
SA,2,-10,1,1,5,8,0.63
SA,2,-10,1,2,7,10,0.7
SA,2,-10,1,3,5,10,0.5
SA,2,-10,3,1,3,7,0.43
SA,2,-10,3,2,5,9,0.56
SA,2,-10,5,1,0,8,0
SA,2,-10,5,2,4,10,0.4
SA,2,-10,10,1,3,9,0.33
SA,2,-10,10,2,3,10,0.3
SA,2,-10,10,3,2,7,0.29
SA,2,-10,10,4,2,9,0.22
SA,2,-10,20,1,7,10,0.7
SA,2,-10,20,2,7,10,0.7
SA,2,-10,20,3,4,7,0.57
SA,2,-10,30,1,4,10,0.4
SA,2,-10,30,2,4,10,0.4
SA,2,-10,40,1,4,13,0.31
SA,2,-10,40,2,1,8,0.13
SA,2,-10,50,1,3,9,0.33
SA,2,-10,50,2,5,10,0.5
SA,2,-10,50,3,2,13,0.15
SA,2,-10,50,4,2,10,0.2
SA,2,-10,60,1,4,9,0.44
SA,2,-10,60,2,1,8,0.13
SA,2,-10,60,3,4,10,0.4
SA,2,-10,60,4,3,10,0.3
SA,2,-10,70,1,0,9,0
SA,2,-10,70,2,0,10,0
SA,2,-10,80,1,1,11,0.09
SA,2,-10,80,2,1,9,0.11
SA,2,-10,80,3,0,10,0
SA,2,-10,80,4,0,9,0
SA,2,-10,100,1,0,10,0
SA,2,-10,100,2,0,12,0
SA,2,-10,100,3,0,10,0
SA,2,-9,0,1,10,10,1
SA,2,-9,0,2,10,10,1
SA,2,-9,0,3,10,10,1
SA,2,-9,5,1,8,10,0.8
SA,2,-9,5,2,7,10,0.7
SA,2,-9,5,3,7,10,0.7
SA,2,-9,10,1,5,10,0.5
SA,2,-9,10,2,5,10,0.5
SA,2,-9,10,3,6,10,0.6
SA,2,-9,10,4,7,10,0.7
SA,2,-9,20,1,11,17,0.65
SA,2,-9,20,2,6,10,0.6
SA,2,-9,30,1,5,10,0.5
SA,2,-9,30,2,4,10,0.4
SA,2,-9,30,3,5,10,0.5
SA,2,-9,30,4,5,10,0.5
SA,2,-9,65,1,3,10,0.3
SA,2,-9,65,2,3,10,0.3
SA,2,-9,65,3,2,10,0.2
SA,2,-9,65,4,4,10,0.4
SA,2,-9,70,1,3,8,0.38
SA,2,-9,70,2,3,8,0.38
SA,2,-9,80,1,1,7,0.14
SA,2,-9,80,2,3,9,0.33
SA,2,-9,90,1,2,10,0.2
SA,2,-9,90,2,3,10,0.3
SA,2,-9,90,3,0,10,0
SA,2,-9,90,4,3,10,0.3
SA,2,-9,100,1,1,10,0.1
SA,2,-9,100,2,0,8,0
SA,2,-9,100,3,0,10,0
SA,2,-9,120,1,2,11,0.18
SA,2,-9,120,2,0,8,0
SA,2,-9,140,1,0,10,0
SA,2,-9,140,2,0,10,0
SA,2,-9,140,3,0,10,0
SA,2,-8,0,1,10,10,1
SA,2,-8,0,2,10,10,1
SA,2,-8,0,3,10,10,1
SA,2,-8,40,1,7,8,0.88
SA,2,-8,40,2,8,10,0.8
SA,2,-8,40,3,5,7,0.71
SA,2,-8,60,1,7,10,0.7
SA,2,-8,60,2,8,10,0.8
SA,2,-8,90,1,4,9,0.44
SA,2,-8,90,2,5,9,0.56
SA,2,-8,90,3,5,9,0.56
SA,2,-8,120,1,4,10,0.4
SA,2,-8,120,2,4,10,0.4
SA,2,-8,140,1,3,10,0.3
SA,2,-8,140,2,3,10,0.3
SA,2,-8,160,1,2,10,0.2
SA,2,-8,160,2,2,9,0.22
SA,2,-8,160,3,3,8,0.38
SA,2,-8,180,1,0,10,0
SA,2,-8,180,2,1,9,0.11
SA,2,-8,180,3,1,10,0.1
SA,2,-8,180,4,1,10,0.1
SA,2,-8,200,1,1,12,0.08
SA,2,-8,200,2,0,10,0
SA,2,-8,200,3,1,11,0.09
SA,2,-8,240,1,0,10,0
SA,2,-8,240,2,0,10,0
SA,2,-8,240,3,0,10,0
SA,2,-7,0,1,10,10,1
SA,2,-7,0,2,10,10,1
SA,2,-7,0,3,10,10,1
SA,2,-7,60,1,10,10,1
SA,2,-7,60,2,9,10,0.9
SA,2,-7,60,3,10,10,1
SA,2,-7,80,1,8,10,0.8
SA,2,-7,80,2,9,10,0.9
SA,2,-7,80,3,8,10,0.8
SA,2,-7,105,1,6,10,0.6
SA,2,-7,105,2,6,10,0.6
SA,2,-7,150,1,6,10,0.6
SA,2,-7,150,2,6,10,0.6
SA,2,-7,150,3,7,10,0.7
SA,2,-7,195,1,5,10,0.5
SA,2,-7,195,2,4,10,0.4
SA,2,-7,240,1,2,10,0.2
SA,2,-7,240,2,3,10,0.3
SA,2,-7,240,3,3,10,0.3
SA,2,-7,285,1,0,10,0
SA,2,-7,285,2,2,10,0.2
SA,2,-7,285,3,0,12,0
SA,2,-7,300,1,1,10,0.1
SA,2,-7,300,2,0,10,0
SA,2,-7,330,1,1,12,0.08
SA,2,-7,330,2,0,10,0
SA,2,-7,350,1,0,10,0
SA,2,-7,350,2,0,10,0
SA,2,-7,350,3,0,10,0
SA,2,-6,0,1,10,10,1
SA,2,-6,0,2,10,10,1
SA,2,-6,0,3,10,10,1
SA,2,-6,720,1,8,10,0.8
SA,2,-6,720,2,9,10,0.9
SA,2,-6,720,3,9,10,0.9
SA,2,-6,1440,1,7,11,0.64
SA,2,-6,1440,2,6,10,0.6
SA,2,-6,1440,3,6,9,0.67
SA,2,-6,2100,1,5,11,0.45
SA,2,-6,2100,2,6,10,0.6
SA,2,-6,2100,3,6,13,0.46
SA,2,-6,2880,1,5,10,0.5
SA,2,-6,2880,2,6,11,0.55
SA,2,-6,2880,3,4,9,0.44
SA,2,-6,3200,1,0,11,0
SA,2,-6,3200,2,1,10,0.1
SA,2,-6,3200,3,0,12,0
SA,2,-6,4200,1,0,10,0
SA,2,-6,4200,2,0,10,0
SA,2,-6,4200,3,0,11,0
SA,2,-5,0,1,10,10,1
SA,2,-5,0,2,10,10,1
SA,2,-5,0,3,10,10,1
SA,2,-5,390,1,3,9,0.33
SA,2,-5,390,2,7,9,0.78
SA,2,-5,390,3,9,10,0.9
SA,2,-5,1800,1,4,8,0.5
SA,2,-5,1800,2,3,9,0.33
SA,2,-5,1800,3,4,11,0.36
SA,2,-5,2880,1,2,10,0.2
SA,2,-5,2880,2,6,10,0.6
SA,2,-5,2880,3,4,12,0.33
SA,2,-5,4320,1,0,10,0
SA,2,-5,4320,2,1,10,0.1
SA,2,-5,4320,3,0,11,0
SA,2,-5,5760,1,0,11,0
SA,2,-5,5760,2,0,11,0
SA,2,-5,5760,3,0,9,0
SA,6,-11,0,1,10,10,1
SA,6,-11,0,2,10,10,1
SA,6,-11,0,3,10,10,1
SA,6,-11,3,1,8,10,0.8
SA,6,-11,3,2,7,10,0.7
SA,6,-11,3,3,4,8,0.5
SA,6,-11,3,4,4,10,0.4
SA,6,-11,4,1,2,10,0.2
SA,6,-11,4,2,2,6,0.33
SA,6,-11,5,1,4,10,0.4
SA,6,-11,5,2,4,10,0.4
SA,6,-11,5,3,2,7,0.29
SA,6,-11,5,4,3,7,0.43
SA,6,-11,8,1,0,5,0
SA,6,-11,8,2,1,9,0.11
SA,6,-11,10,1,0,10,0
SA,6,-11,10,2,0,10,0
SA,6,-11,10,3,0,4,0
SA,6,-11,10,4,0,9,0
SA,6,-11,15,1,0,10,0
SA,6,-11,15,2,1,12,0.08
SA,6,-11,20,1,0,10,0
SA,6,-11,20,2,0,10,0
SA,6,-10,0,1,10,10,1
SA,6,-10,0,2,10,10,1
SA,6,-10,0,3,10,10,1
SA,6,-10,2,1,6,10,0.6
SA,6,-10,5,1,0,7,0
SA,6,-10,5,2,3,10,0.3
SA,6,-10,5,3,7,9,0.78
SA,6,-10,5,4,4,10,0.4
SA,6,-10,10,1,0,10,0
SA,6,-10,10,2,5,10,0.5
SA,6,-10,20,1,3,9,0.33
SA,6,-10,20,2,3,9,0.33
SA,6,-10,30,1,0,8,0
SA,6,-10,30,2,0,8,0
SA,6,-10,30,3,3,8,0.38
SA,6,-10,30,4,6,10,0.6
SA,6,-10,60,1,6,10,0.6
SA,6,-10,60,2,7,11,0.64
SA,6,-10,60,3,2,10,0.2
SA,6,-10,60,4,2,10,0.2
SA,6,-10,70,1,6,10,0.6
SA,6,-10,70,2,4,6,0.67
SA,6,-10,80,1,2,10,0.2
SA,6,-10,80,2,4,9,0.44
SA,6,-10,90,1,3,10,0.3
SA,6,-10,90,2,3,9,0.33
SA,6,-10,110,1,2,10,0.2
SA,6,-10,110,2,0,10,0
SA,6,-10,110,3,0,9,0
SA,6,-10,110,4,0,8,0
SA,6,-9,0,1,10,10,1
SA,6,-9,0,2,10,10,1
SA,6,-9,0,3,10,10,1
SA,6,-9,5,1,9,10,0.9
SA,6,-9,5,2,3,10,0.3
SA,6,-9,10,1,5,10,0.5
SA,6,-9,10,2,3,5,0.6
SA,6,-9,20,1,6,13,0.46
SA,6,-9,20,2,7,14,0.5
SA,6,-9,20,3,5,10,0.5
SA,6,-9,20,4,3,8,0.38
SA,6,-9,30,1,5,10,0.5
SA,6,-9,30,2,5,10,0.5
SA,6,-9,35,1,5,12,0.42
SA,6,-9,35,2,3,10,0.3
SA,6,-9,50,1,3,8,0.38
SA,6,-9,50,2,3,9,0.33
SA,6,-9,50,3,5,12,0.42
SA,6,-9,50,4,5,12,0.42
SA,6,-9,50,5,1,9,0.11
SA,6,-9,50,6,1,10,0.1
SA,6,-9,70,1,3,9,0.33
SA,6,-9,70,2,2,10,0.2
SA,6,-9,80,1,5,10,0.5
SA,6,-9,80,2,8,10,0.8
SA,6,-9,80,3,2,10,0.2
SA,6,-9,80,4,2,10,0.2
SA,6,-9,80,5,0,10,0
SA,6,-9,80,6,0,8,0
SA,6,-9,90,1,5,10,0.5
SA,6,-9,90,2,4,9,0.44
SA,6,-9,90,3,3,10,0.3
SA,6,-9,100,1,4,10,0.4
SA,6,-9,100,2,3,9,0.33
SA,6,-9,120,1,3,9,0.33
SA,6,-9,120,2,5,10,0.5
SA,6,-9,120,3,1,10,0.1
SA,6,-9,120,4,2,12,0.17
SA,6,-9,120,5,2,12,0.17
SA,6,-9,140,1,5,9,0.56
SA,6,-9,140,2,3,10,0.3
SA,6,-9,160,1,4,9,0.44
SA,6,-9,160,2,3,10,0.3
SA,6,-9,200,1,2,10,0.2
SA,6,-9,200,2,2,10,0.2
SA,6,-9,200,3,0,11,0
SA,6,-9,200,4,0,8,0
SA,6,-8,0,1,10,10,1
SA,6,-8,0,2,10,10,1
SA,6,-8,0,3,10,10,1
SA,6,-8,30,1,6,10,0.6
SA,6,-8,50,1,7,10,0.7
SA,6,-8,50,2,9,10,0.9
SA,6,-8,50,3,8,10,0.8
SA,6,-8,100,1,8,11,0.73
SA,6,-8,100,2,7,11,0.64
SA,6,-8,130,1,7,10,0.7
SA,6,-8,130,2,6,10,0.6
SA,6,-8,160,1,4,10,0.4
SA,6,-8,160,2,6,10,0.6
SA,6,-8,160,3,5,10,0.5
SA,6,-8,160,4,4,10,0.4
SA,6,-8,180,1,3,10,0.3
SA,6,-8,180,2,3,10,0.3
SA,6,-8,200,1,2,10,0.2
SA,6,-8,200,2,3,10,0.3
SA,6,-8,200,3,5,12,0.42
SA,6,-8,240,1,0,10,0
SA,6,-8,240,2,0,10,0
SA,6,-8,240,3,0,8,0
SA,6,-7,0,1,10,10,1
SA,6,-7,0,2,10,10,1
SA,6,-7,0,3,10,10,1
SA,6,-7,165,1,9,9,1
SA,6,-7,165,2,12,12,1
SA,6,-7,220,1,8,9,0.89
SA,6,-7,220,2,7,7,1
SA,6,-7,270,1,11,11,1
SA,6,-7,270,2,7,8,0.88
SA,6,-7,330,1,8,8,1
SA,6,-7,330,2,9,10,0.9
SA,6,-7,390,1,8,8,1
SA,6,-7,390,2,9,10,0.9
SA,6,-7,450,1,9,10,0.9
SA,6,-7,450,2,10,10,1
SA,6,-7,720,1,8,10,0.8
SA,6,-7,720,2,8,10,0.8
SA,6,-7,940,1,7,10,0.7
SA,6,-7,940,2,8,10,0.8
SA,6,-7,940,3,4,8,0.5
SA,6,-7,940,4,5,10,0.5
SA,6,-7,1222,1,7,10,0.7
SA,6,-7,1222,2,8,10,0.8
SA,6,-7,1320,1,6,10,0.6
SA,6,-7,1320,2,5,10,0.5
SA,6,-7,1440,1,6,10,0.6
SA,6,-7,1440,2,6,11,0.55
SA,6,-7,1530,1,3,9,0.33
SA,6,-7,1680,1,5,10,0.5
SA,6,-7,1680,2,4,9,0.44
SA,6,-7,1680,3,2,9,0.22
SA,6,-7,1680,4,2,10,0.2
SA,6,-7,1800,1,4,7,0.57
SA,6,-7,2500,1,2,9,0.22
SA,6,-7,2500,2,2,10,0.2
SA,6,-7,2500,3,2,10,0.2
SA,6,-7,3000,1,0,10,0
SA,6,-7,3000,2,0,10,0
SA,6,-7,3000,3,0,10,0
SA,6,-6,0,1,10,10,1
SA,6,-6,0,2,10,10,1
SA,6,-6,0,3,10,10,1
SA,6,-6,1320,1,8,10,0.8
SA,6,-6,1320,2,6,8,0.75
SA,6,-6,1320,3,10,10,1
SA,6,-6,1800,1,9,9,1
SA,6,-6,1800,2,8,10,0.8
SA,6,-6,1800,3,8,9,0.89
SA,6,-6,2100,1,6,7,0.86
SA,6,-6,2100,2,6,6,1
SA,6,-6,2100,3,4,8,0.5
SA,6,-6,2880,1,9,11,0.82
SA,6,-6,2880,2,7,8,0.88
SA,6,-6,2880,3,6,8,0.75
SA,6,-6,3360,1,4,6,0.67
SA,6,-6,3360,2,1,4,0.25
SA,6,-6,3360,3,5,10,0.5
SA,6,-6,4200,1,0,8,0
SA,6,-6,4200,2,0,6,0
SA,6,-6,4200,3,1,8,0.13
SA,6,-6,4590,1,1,8,0.13
SA,6,-6,4590,2,1,10,0.1
SA,6,-6,4590,3,0,9,0
SA,6,-6,4860,1,2,10,0.2
SA,6,-6,4860,2,1,9,0.11
SA,6,-6,4860,3,0,10,0
SA,6,-5,0,1,10,10,1
SA,6,-5,0,2,10,10,1
SA,6,-5,0,3,10,10,1
SA,6,-5,390,1,10,10,1
SA,6,-5,1020,1,5,7,0.71
SA,6,-5,1200,1,8,8,1
SA,6,-5,1440,1,7,7,1
SA,6,-5,1440,2,8,9,0.89
SA,6,-5,1440,3,8,9,0.89
SA,6,-5,1440,4,7,7,1
SA,6,-5,1800,1,8,8,1
SA,6,-5,2880,1,6,8,0.75
SA,6,-5,2880,2,9,10,0.9
SA,6,-5,2880,3,8,10,0.8
SA,6,-5,3517,1,7,8,0.88
SA,6,-5,3517,2,9,9,1
SA,6,-5,3517,3,5,8,0.63
SA,6,-5,4320,1,6,10,0.6
SA,6,-5,4320,2,8,10,0.8
SA,6,-5,4320,3,3,8,0.38
SA,6,-5,4680,1,1,8,0.13
SA,6,-5,4680,2,2,11,0.18
SA,6,-5,4680,3,2,10,0.2
SA,6,-5,5880,1,0,10,0
SA,6,-5,5880,2,0,10,0
SA,6,-5,6000,1,0,10,0
SA,6,-5,6000,2,0,10,0
SA,6,-5,6000,3,0,10,0
SA,12,-11,0,1,10,10,1
SA,12,-11,0,2,10,10,1
SA,12,-11,0,3,10,10,1
SA,12,-11,1,1,9,10,0.9
SA,12,-11,2,1,8,10,0.8
SA,12,-11,2,2,10,10,1
SA,12,-11,3,1,0,10,0
SA,12,-11,3,2,2,10,0.2
SA,12,-11,3,3,2,9,0.22
SA,12,-11,3,4,3,10,0.3
SA,12,-11,4,1,0,10,0
SA,12,-11,4,2,0,10,0
SA,12,-11,5,1,1,10,0.1
SA,12,-11,5,2,1,10,0.1
SA,12,-11,6,1,1,10,0.1
SA,12,-11,7,1,0,10,0
SA,12,-11,8,1,0,10,0
SA,12,-11,10,1,0,10,0
SA,12,-11,10,2,2,11,0.18
SA,12,-11,12,1,0,10,0
SA,12,-11,15,1,0,10,0
SA,12,-11,15,2,2,10,0.2
SA,12,-11,20,1,0,10,0
SA,12,-11,20,2,1,10,0.1
SA,12,-10,0,1,10,10,1
SA,12,-10,0,2,10,10,1
SA,12,-10,0,3,10,10,1
SA,12,-10,1,1,3,9,0.33
SA,12,-10,1,2,8,10,0.8
SA,12,-10,1,3,8,10,0.8
SA,12,-10,2,1,4,11,0.36
SA,12,-10,2,2,6,10,0.6
SA,12,-10,2,3,5,10,0.5
SA,12,-10,3,1,0,10,0
SA,12,-10,3,2,0,10,0
SA,12,-10,3,3,3,10,0.3
SA,12,-10,3,4,3,10,0.3
SA,12,-10,3,5,4,10,0.4
SA,12,-10,5,1,4,10,0.4
SA,12,-10,5,2,4,10,0.4
SA,12,-10,5,3,3,10,0.3
SA,12,-10,10,1,4,10,0.4
SA,12,-10,10,2,1,10,0.1
SA,12,-10,15,1,3,10,0.3
SA,12,-10,20,1,3,10,0.3
SA,12,-10,20,2,3,10,0.3
SA,12,-10,50,1,1,10,0.1
SA,12,-10,50,2,0,9,0
SA,12,-10,50,3,0,10,0
SA,12,-10,50,4,0,10,0
SA,12,-9,0,1,10,10,1
SA,12,-9,0,2,10,10,1
SA,12,-9,0,3,10,10,1
SA,12,-9,5,1,8,10,0.8
SA,12,-9,5,2,9,10,0.9
SA,12,-9,5,3,9,10,0.9
SA,12,-9,10,1,6,10,0.6
SA,12,-9,10,2,5,10,0.5
SA,12,-9,10,3,7,10,0.7
SA,12,-9,20,1,4,10,0.4
SA,12,-9,20,2,5,10,0.5
SA,12,-9,30,1,5,6,0.83
SA,12,-9,40,1,6,10,0.6
SA,12,-9,40,2,6,10,0.6
SA,12,-9,60,1,6,10,0.6
SA,12,-9,60,2,4,10,0.4
SA,12,-9,80,1,5,10,0.5
SA,12,-9,80,2,5,10,0.5
SA,12,-9,100,1,3,10,0.3
SA,12,-9,100,2,4,10,0.4
SA,12,-9,120,1,2,10,0.2
SA,12,-9,120,2,1,10,0.1
SA,12,-9,150,1,0,10,0
SA,12,-9,150,2,0,10,0
SA,12,-8,0,1,10,10,1
SA,12,-8,0,2,10,10,1
SA,12,-8,0,3,10,10,1
SA,12,-8,60,1,6,10,0.6
SA,12,-8,60,2,8,10,0.8
SA,12,-8,80,1,7,10,0.7
SA,12,-8,80,2,6,10,0.6
SA,12,-8,100,1,7,10,0.7
SA,12,-8,100,2,6,10,0.6
SA,12,-8,120,1,5,8,0.63
SA,12,-8,120,2,4,10,0.4
SA,12,-8,120,3,3,10,0.3
SA,12,-8,120,4,3,10,0.3
SA,12,-8,150,1,1,9,0.11
SA,12,-8,150,2,2,10,0.2
SA,12,-8,180,1,3,10,0.3
SA,12,-8,180,2,4,10,0.4
SA,12,-8,220,1,2,10,0.2
SA,12,-8,220,2,4,10,0.4
SA,12,-8,260,1,0,10,0
SA,12,-8,260,2,3,10,0.3
SA,12,-8,300,1,0,10,0
SA,12,-8,300,2,1,10,0.1
SA,12,-8,330,1,2,10,0.2
SA,12,-8,330,2,2,10,0.2
SA,12,-8,360,1,5,10,0.5
SA,12,-8,360,2,4,10,0.4
SA,12,-8,400,1,1,10,0.1
SA,12,-8,400,2,3,10,0.3
SA,12,-8,600,1,1,10,0.1
SA,12,-8,600,2,1,10,0.1
SA,12,-8,600,3,0,10,0
SA,12,-7,0,1,10,10,1
SA,12,-7,0,2,10,10,1
SA,12,-7,0,3,10,10,1
SA,12,-7,80,1,8,10,0.8
SA,12,-7,80,2,9,10,0.9
SA,12,-7,120,1,9,10,0.9
SA,12,-7,165,1,8,10,0.8
SA,12,-7,205,1,8,10,0.8
SA,12,-7,205,2,7,10,0.7
SA,12,-7,270,1,5,10,0.5
SA,12,-7,270,2,3,10,0.3
SA,12,-7,330,1,5,10,0.5
SA,12,-7,330,2,6,10,0.6
SA,12,-7,390,1,5,10,0.5
SA,12,-7,390,2,5,10,0.5
SA,12,-7,600,1,5,11,0.45
SA,12,-7,600,2,6,10,0.6
SA,12,-7,600,3,5,10,0.5
SA,12,-7,1000,1,6,10,0.6
SA,12,-7,1000,2,5,10,0.5
SA,12,-7,1000,3,5,10,0.5
SA,12,-7,1530,1,4,10,0.4
SA,12,-7,1680,1,5,10,0.5
SA,12,-7,1800,1,4,10,0.4
SA,12,-7,1800,2,6,10,0.6
SA,12,-7,1800,3,5,10,0.5
SA,12,-7,2160,1,3,10,0.3
SA,12,-7,2160,2,3,11,0.27
SA,12,-7,2160,3,3,10,0.3
SA,12,-7,2500,1,2,10,0.2
SA,12,-7,2500,2,2,10,0.2
SA,12,-7,2500,3,3,10,0.3
SA,12,-7,3000,1,1,10,0.1
SA,12,-7,3000,2,2,10,0.2
SA,12,-7,3000,3,0,10,0
SA,12,-6,0,1,10,10,1
SA,12,-6,0,2,10,10,1
SA,12,-6,0,3,10,10,1
SA,12,-6,1440,1,7,10,0.7
SA,12,-6,1440,2,6,9,0.67
SA,12,-6,1440,3,10,10,1
SA,12,-6,2000,1,7,11,0.64
SA,12,-6,2000,2,6,12,0.5
SA,12,-6,2000,3,7,10,0.7
SA,12,-6,2880,1,4,8,0.5
SA,12,-6,2880,2,3,9,0.33
SA,12,-6,2880,3,6,10,0.6
SA,12,-6,3200,1,4,10,0.4
SA,12,-6,3200,2,4,9,0.44
SA,12,-6,3200,3,5,10,0.5
SA,12,-6,3800,1,2,10,0.2
SA,12,-6,3800,2,2,8,0.25
SA,12,-6,3800,3,0,9,0
SA,12,-6,4200,1,0,10,0
SA,12,-6,4200,2,0,8,0
SA,12,-6,4200,3,0,7,0
SA,12,-5,0,1,10,10,1
SA,12,-5,0,2,10,10,1
SA,12,-5,0,3,10,10,1
SA,12,-5,2000,1,7,11,0.64
SA,12,-5,2000,2,9,10,0.9
SA,12,-5,2000,3,9,10,0.9
SA,12,-5,2880,1,7,10,0.7
SA,12,-5,2880,2,8,10,0.8
SA,12,-5,2880,3,6,10,0.6
SA,12,-5,3500,1,6,8,0.75
SA,12,-5,3500,2,5,10,0.5
SA,12,-5,3500,3,4,8,0.5
SA,12,-5,4680,1,3,11,0.27
SA,12,-5,4680,2,2,10,0.2
SA,12,-5,4680,3,2,9,0.22
SA,12,-5,5880,1,1,9,0.11
SA,12,-5,5880,2,0,8,0
SA,12,-5,5880,3,1,10,0.1
SA,12,-5,6000,1,0,10,0
SA,12,-5,6000,2,0,10,0
SA,12,-5,6000,3,0,10,0
