Date_egg_collection,Date_experiment,Life_stage,Time_start_experiment,Order_sample_transfer,Sample,Temperature_assay,Duration_exposure_hours,N_total,Mortality_day_1_afternoon,Mortality_day_2_morning,Mortality_day_2_afternoon,Hatching_day_2_morning,Hatching_day_2_afternoon,Mortality_day_3_morning,Mortality_day_3_afternoon,Hatching_day_3_morning,Hatching_day_3_afternoon,Mortality_day_4_morning,Mortality_day_4_afternoon,Hatching_day_4_morning,Hatching_day_4_afternoon,Mortality_day_5_morning,Mortality_day_5_afternoon,Hatching_day_5_morning,Hatching_day_5_afternoon,Mortality_day_6_morning,Mortality_day_6_afternoon,Hatching_day_6_morning,Hatching_day_6_afternoon,Mortality_day_7_morning,Mortality_day_7_afternoon,Hatching_day_7_morning,Hatching_day_7_afternoon,Mortality_day_8_morning,Mortality_day_8_afternoon,Hatching_day_8_morning,Hatching_day_8_afternoon,N_malformed,N_unhatched,Exclude,Notes
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A1,42.2,0.083333333,24,0,0,0,0,12,0,NA,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A2,40.6,0.5,24,0,0,0,0,1,0,0,19,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A3,39.5,0.5,25,0,0,0,0,5,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A4,38.9,0.5,25,0,1,2,0,1,0,0,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A5,38.4,0.5,24,0,0,0,0,4,0,0,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A6,38.5,0.5,25,0,0,0,1,17,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A7,38.7,0.5,26,0,1,1,1,3,0,0,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A8,39.2,0.5,25,0,2,0,0,10,0,0,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A9,40.3,0.5,25,0,0,0,3,9,0,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,A10,41.1,0.25,26,0,0,0,0,2,1,0,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B1,42.2,0.166666667,25,0,0,0,0,15,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B2,40.6,1,24,0,0,0,2,9,0,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B3,39.5,1,25,0,0,0,1,5,0,0,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B4,38.9,1,25,0,0,0,1,3,0,0,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B5,38.4,1,25,0,0,0,0,4,0,0,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B6,38.5,1,25,0,0,0,0,15,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B7,38.7,1,23,0,0,0,4,12,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B8,39.2,1,25,0,0,0,0,6,0,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B9,40.3,1,25,0,0,0,1,2,0,0,19,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,B10,41.1,0.5,24,0,0,0,0,14,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C1,42.2,1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C2,40.6,6,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C3,39.5,6,25,0,1,0,0,8,0,0,10,1,1,0,3,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,17,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C4,38.9,6,25,0,1,0,0,4,0,0,14,5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C5,38.4,6,25,0,1,0,1,2,0,0,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C6,38.5,6,25,0,0,0,1,8,0,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C7,38.7,6,25,0,0,0,1,3,0,0,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C8,39.2,6,26,0,0,0,0,4,0,0,19,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C9,40.3,6,26,0,2,5,0,0,0,0,10,2,0,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,C10,41.1,4,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D1,42.2,0.25,24,6,7,0,0,0,2,0,6,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D2,40.6,2,25,0,0,0,0,2,1,0,18,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D3,39.5,2,25,0,0,0,0,4,0,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D4,38.9,2,24,0,0,0,0,7,1,0,15,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D5,38.4,2,25,0,0,0,0,5,0,0,15,4,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D6,38.5,2,25,0,0,0,0,18,0,0,6,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D7,38.7,2,24,0,0,0,0,2,0,0,13,6,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D8,39.2,2,25,0,1,0,0,4,0,1,16,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D9,40.3,2,25,0,0,0,0,4,0,0,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,D10,41.1,1,24,4,1,0,0,0,2,0,16,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E1,42.2,0.5,25,0,1,1,1,4,1,0,12,4,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,yes,"Beaker was cracked, which affected the realised temperature. This was noted a posteriori, on the 22/10/2025"
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E2,40.6,4,25,1,2,0,1,0,0,0,7,5,0,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E3,39.5,4,25,0,0,0,0,2,0,0,22,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E4,38.9,4,23,0,0,1,0,4,0,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E5,38.4,4,25,0,0,0,0,4,0,0,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E6,38.5,4,24,0,0,0,0,7,0,0,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E7,38.7,4,24,0,1,0,0,5,0,0,17,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E8,39.2,4,23,0,0,0,0,1,0,0,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E9,40.3,4,25,0,1,1,0,3,0,1,10,3,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,no,
13/10/2025,14/10/2025,old_embryos,10:08:00,CEDBA,E10,41.1,2,25,6,1,1,1,0,2,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,no,
13/10/2025,14/10/2025,old_embryos,11:00:00,NA,Z1,NA,0,25,0,0,0,0,15,0,0,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,11:00:00,NA,Z2,NA,0,25,0,0,1,0,15,0,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
13/10/2025,14/10/2025,old_embryos,11:00:00,NA,Z3,NA,0,25,0,0,1,0,18,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A1,42.2,0.083333333,25,15,2,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A2,40.61,0.5,24,17,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A3,39.51,0.5,24,11,2,0,0,0,0,0,0,3,0,0,3,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A4,38.92,0.5,25,16,1,0,0,0,0,0,0,2,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A5,38.47,0.5,23,7,1,0,0,0,0,0,1,0,0,0,2,6,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A6,38.49,0.5,25,9,1,0,0,0,0,0,0,1,0,0,7,6,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A7,38.7,0.5,25,12,0,0,0,0,0,0,0,4,0,0,2,6,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A8,39.34,0.5,24,7,3,0,0,0,0,0,0,0,0,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A9,40.12,0.5,24,18,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,A10,40.96,0.25,25,16,2,0,0,0,0,0,0,0,0,1,3,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B1,42.2,0.166666667,24,14,0,0,0,0,0,0,0,0,1,2,1,2,1,2,0,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B2,40.61,1,25,12,2,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B3,39.51,1,24,5,0,0,0,0,0,0,0,2,0,0,9,5,0,0,0,1,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B4,38.92,1,26,2,1,0,0,0,1,0,0,4,0,0,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B5,38.47,1,25,6,3,0,0,0,0,0,0,0,0,0,3,9,1,0,2,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B6,38.49,1,25,9,0,0,0,0,1,0,2,2,0,0,5,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B7,38.7,1,25,4,1,0,0,0,0,0,0,6,0,0,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B8,39.34,1,25,3,0,0,0,0,0,1,0,9,0,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B9,40.12,1,25,11,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,8,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,B10,40.96,0.5,24,10,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,1,NA,NA,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C1,42.2,1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C2,40.61,6,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C3,39.51,6,25,24,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C4,38.92,6,25,23,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C5,38.47,6,25,18,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C6,38.49,6,25,17,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C7,38.7,6,27,15,1,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C8,39.34,6,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C9,40.12,6,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,C10,40.96,4,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
29/09/2025,29/09/2025,young_embryos,10:28:22,CEDBA,D1,42.2,0.25,25,22,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
