Date_egg_collection,Date_experiment,Life_stage,Time_start_experiment,Order_sample_transfer,Sample,Temperature_assay,Duration_exposure_hours,N_total,Mortality_day_1_afternoon,Mortality_day_2_morning,Mortality_day_2_afternoon,Hatching_day_2_morning,Hatching_day_2_afternoon,Mortality_day_3_morning,Mortality_day_3_afternoon,Hatching_day_3_morning,Hatching_day_3_afternoon,Mortality_day_4_morning,Mortality_day_4_afternoon,Hatching_day_4_morning,Hatching_day_4_afternoon,Mortality_day_5_morning,Mortality_day_5_afternoon,Hatching_day_5_morning,Hatching_day_5_afternoon,Mortality_day_6_morning,Mortality_day_6_afternoon,Hatching_day_6_morning,Hatching_day_6_afternoon,Mortality_day_7_morning,Mortality_day_7_afternoon,Hatching_day_7_morning,Hatching_day_7_afternoon,Mortality_day_8_morning,Mortality_day_8_afternoon,Hatching_day_8_morning,Hatching_day_8_afternoon,N_malformed,N_unhatched,Exclude,Notes
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,B7,38.7,2,10,0,4,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,B8,39.3,2,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,B9,40.3,2,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,B10,41,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C1,42.3,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C2,40.7,6,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C3,39.6,6,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C4,39,6,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C5,38.5,6,10,7,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C6,38.6,6,10,6,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C7,38.7,6,10,6,2,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C8,39.3,6,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C9,40.3,6,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,C10,41,4,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D1,42.3,0.166666667,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D2,40.7,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D3,39.6,1,10,1,3,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D4,39,1,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D5,38.5,1,10,1,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D6,38.6,1,9,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D7,38.7,1,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D8,39.3,1,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D9,40.3,1,10,3,6,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,D10,41,0.5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E1,42.3,0.083333333,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E2,40.7,0.5,10,4,3,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E3,39.6,0.5,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E4,39,0.5,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E5,38.5,0.5,10,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E6,38.6,0.5,10,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E7,38.7,0.5,10,0,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E8,39.3,0.5,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E9,40.3,0.5,10,2,2,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,E10,41,0.25,10,5,2,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,Z1,NA,0,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,Z2,NA,0,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
18/10/2025,22/10/2025,larvae,10:33:30,CABDE,Z3,NA,0,10,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A1,42.1,0.5,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A2,40.6,4,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A3,39.5,4,24,11,0,1,0,0,1,1,0,0,3,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A4,38.9,4,25,5,0,0,0,0,0,0,0,0,1,3,3,6,0,0,4,1,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,5,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A5,38.4,4,25,2,2,0,0,0,0,1,0,0,0,0,3,6,0,1,2,3,NA,NA,NA,NA,NA,0,NA,4,0,NA,1,NA,6,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A6,38.4,4,27,8,2,0,0,0,0,0,0,0,0,1,8,5,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,3,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A7,38.7,4,24,5,1,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,NA,NA,NA,NA,NA,0,NA,2,0,NA,1,NA,2,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A8,39.3,4,27,9,3,0,0,0,1,0,0,0,2,3,3,1,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A9,40.2,4,25,19,6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,A10,40.9,2,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B1,42.1,0.25,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B2,40.6,2,25,21,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B3,39.5,2,26,2,3,0,0,0,0,0,0,0,2,3,2,2,3,0,1,1,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,4,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B4,38.9,2,29,8,0,0,0,0,0,0,0,0,0,1,8,4,0,0,4,1,NA,NA,NA,NA,NA,0,NA,2,NA,NA,1,NA,4,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B5,38.4,2,24,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,6,NA,NA,NA,NA,NA,1,NA,4,NA,NA,1,NA,3,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B6,38.4,2,24,4,0,1,0,0,0,0,2,5,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B7,38.7,2,26,3,0,1,0,0,0,0,1,5,0,0,9,6,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B8,39.3,2,25,8,1,0,0,0,0,0,0,0,1,0,1,7,0,0,3,0,NA,NA,NA,NA,NA,0,NA,2,0,NA,2,NA,6,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B9,40.2,2,27,9,2,0,0,0,1,1,0,0,0,11,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,B10,40.9,1,25,4,2,0,0,0,4,1,0,0,4,6,0,0,2,0,0,0,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C1,42.1,1,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C2,40.6,6,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C3,39.5,6,24,20,3,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C4,38.9,6,25,11,2,0,0,0,3,4,0,0,1,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,2,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C5,38.4,6,25,3,0,0,0,0,0,0,0,0,1,1,2,4,1,0,2,2,NA,NA,NA,NA,NA,1,NA,7,0,NA,1,NA,10,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C6,38.4,6,24,6,0,0,0,0,1,0,0,1,0,2,3,2,0,0,4,0,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,6,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C7,38.7,6,25,6,0,0,0,0,2,0,0,0,1,1,0,2,3,0,6,2,NA,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,2,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C8,39.3,6,25,15,4,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C9,40.2,6,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,C10,40.9,4,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D1,42.1,0.166666667,25,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,1,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D2,40.6,1,23,5,0,0,0,0,0,0,0,0,0,2,3,1,5,0,1,1,NA,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,5,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D3,39.5,1,25,2,0,0,0,0,0,0,0,0,0,0,12,10,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D4,38.9,1,25,5,1,0,0,0,0,0,0,0,0,0,2,5,0,0,6,4,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D5,38.4,1,23,1,0,0,0,0,0,0,0,6,0,0,14,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D6,38.4,1,25,4,1,0,0,0,0,0,0,3,0,0,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D7,38.7,1,26,2,1,0,0,0,0,1,0,7,0,0,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D8,39.3,1,25,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,8,2,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D9,40.2,1,25,3,0,1,0,0,0,1,0,1,1,1,8,4,2,0,0,1,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,6,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,D10,40.9,0.5,25,13,0,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E1,42.1,0.083333333,27,11,0,1,0,0,0,0,0,0,1,0,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E2,40.6,0.5,27,0,0,0,0,0,0,0,1,7,1,0,14,3,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,2,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E3,39.5,0.5,26,1,1,0,0,0,0,1,0,5,0,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E4,38.9,0.5,24,5,0,0,0,0,0,0,0,1,0,0,7,10,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E5,38.4,0.5,28,0,0,0,0,0,0,0,0,2,0,0,9,12,0,0,4,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E6,38.4,0.5,24,1,1,0,0,0,0,0,0,3,0,0,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E7,38.7,0.5,25,2,0,0,0,0,0,0,0,0,1,0,7,13,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E8,39.3,0.5,26,3,0,0,0,0,0,0,0,0,0,0,3,13,0,0,2,2,NA,NA,NA,NA,NA,0,NA,2,0,NA,1,NA,1,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E9,40.2,0.5,24,1,1,0,0,0,0,1,0,5,0,0,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,E10,40.9,0.25,27,8,0,1,0,0,0,0,0,4,2,0,8,3,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,6,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,Z1,NA,0,27,1,3,0,0,0,0,0,0,12,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,Z2,NA,0,27,0,1,0,0,0,0,0,0,6,0,0,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
27/10/2025,27/10/2025,young_embryos,10:52:00,CABDE,Z3,NA,0,29,0,0,1,0,0,0,0,0,16,0,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,A1,42.2,0.5,26,1,0,0,0,4,1,2,13,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,B1,42.2,0.25,25,5,2,0,0,4,1,0,7,2,0,0,1,0,NA,NA,NA,NA,NA,0,NA,2,0,NA,1,NA,NA,NA,NA,NA,15,0,no,
